age,type_employer,fnlwgt,education,marital,occupation,race,sex,hr_per_week,country,income
54,Self-emp-not-inc,242606,Masters,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
23,Private,238092,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
41,State-gov,33126,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,>50K
43,Private,96421,Bachelors,Divorced,Prof-specialty,White,Female,24,Outlying-US(Guam-USVI-etc),<=50K
36,Private,171676,Bachelors,Never-married,Sales,White,Female,40,United-States,<=50K
39,Private,77005,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
24,Private,83141,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
26,Private,202203,Bachelors,Never-married,Adm-clerical,White,Female,50,United-States,<=50K
24,Local-gov,34246,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Male,40,United-States,<=50K
23,Private,55215,Bachelors,Never-married,Sales,White,Male,55,United-States,<=50K
32,Private,473133,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
30,Local-gov,352542,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
24,State-gov,257621,Bachelors,Never-married,Prof-specialty,White,Female,20,United-States,<=50K
23,Private,203924,Bachelors,Never-married,Prof-specialty,White,Male,50,United-States,<=50K
31,Private,38223,Bachelors,Never-married,Sales,White,Male,45,United-States,<=50K
65,Private,344152,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
42,Private,92288,Masters,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,40,?,<=50K
48,Private,182566,Bachelors,Married-civ-spouse,Sales,Black,Male,40,United-States,>50K
23,Private,103064,Bachelors,Never-married,Tech-support,White,Female,40,United-States,<=50K
32,Self-emp-inc,195447,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,<=50K
24,Private,317175,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
51,Self-emp-inc,229465,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
30,Private,201624,Bachelors,Never-married,Prof-specialty,Black,Male,45,?,<=50K
49,Private,40000,Bachelors,Married-civ-spouse,Sales,White,Male,44,United-States,<=50K
42,Self-emp-inc,119281,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
30,Private,186932,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,70,United-States,<=50K
30,Self-emp-inc,321990,Masters,Married-civ-spouse,Exec-managerial,White,Male,60,?,>50K
23,Private,193949,Bachelors,Never-married,Sales,White,Female,60,United-States,<=50K
31,Local-gov,175778,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
57,Self-emp-inc,33725,Bachelors,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
25,Private,66935,Bachelors,Never-married,Other-service,White,Male,40,United-States,<=50K
39,Private,99452,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
42,Federal-gov,52781,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
39,Private,111499,Bachelors,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
40,Private,197344,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,65,United-States,>50K
40,Private,173590,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
40,Private,153238,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,32,United-States,>50K
28,Private,435842,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
56,Local-gov,216851,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
61,?,187636,Bachelors,Divorced,?,White,Female,40,United-States,<=50K
45,Self-emp-inc,191776,Masters,Divorced,Sales,White,Female,42,United-States,>50K
49,Private,242987,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,Columbia,<=50K
37,Self-emp-not-inc,103925,Bachelors,Married-civ-spouse,Sales,White,Female,50,United-States,<=50K
29,Private,176027,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
26,Private,184120,Bachelors,Never-married,Prof-specialty,White,Male,50,United-States,<=50K
23,State-gov,235853,Bachelors,Never-married,Tech-support,White,Male,22,United-States,<=50K
35,Private,91839,Bachelors,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Male,20,United-States,>50K
23,Self-emp-inc,306868,Bachelors,Never-married,Farming-fishing,White,Male,40,United-States,<=50K
24,Private,90046,Bachelors,Separated,Exec-managerial,White,Female,40,United-States,<=50K
66,Private,192504,Masters,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K
50,Private,196193,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,?,<=50K
28,Private,192591,Bachelors,Never-married,Adm-clerical,White,Female,45,United-States,<=50K
51,Private,182187,Bachelors,Never-married,Prof-specialty,Black,Male,35,United-States,<=50K
48,Private,202467,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
39,Private,315776,Masters,Never-married,Exec-managerial,Black,Male,52,United-States,>50K
30,Private,132601,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
44,Private,296728,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
25,Private,254781,Bachelors,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
43,Self-emp-not-inc,73883,Bachelors,Divorced,Sales,White,Male,45,United-States,<=50K
41,Private,137126,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
21,State-gov,99199,Masters,Never-married,Transport-moving,White,Male,15,United-States,<=50K
35,Private,276153,Bachelors,Never-married,Tech-support,Asian-Pac-Islander,Female,40,United-States,<=50K
43,Private,104660,Bachelors,Separated,Prof-specialty,White,Male,45,United-States,<=50K
45,Federal-gov,283037,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
61,Self-emp-not-inc,115023,Masters,Married-civ-spouse,Craft-repair,White,Male,4,?,<=50K
23,Private,185452,Bachelors,Never-married,Exec-managerial,White,Female,35,Canada,<=50K
31,Private,137290,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
38,Private,809585,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
34,Local-gov,177675,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
37,State-gov,60227,Bachelors,Never-married,Adm-clerical,White,Male,38,United-States,<=50K
46,Private,346978,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
29,State-gov,214284,Masters,Never-married,Prof-specialty,Asian-Pac-Islander,Female,20,Taiwan,<=50K
53,Private,276515,Bachelors,Never-married,Exec-managerial,White,Male,40,Cuba,<=50K
26,Private,359543,Bachelors,Never-married,Adm-clerical,White,Female,40,Mexico,<=50K
42,State-gov,212027,Bachelors,Divorced,Prof-specialty,Black,Male,40,United-States,<=50K
53,Private,608184,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,40,United-States,>50K
62,Local-gov,76720,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,<=50K
32,Private,113364,Bachelors,Never-married,Transport-moving,White,Male,40,United-States,<=50K
43,State-gov,139734,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
45,State-gov,144351,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
55,Local-gov,135439,Bachelors,Widowed,Prof-specialty,White,Female,48,United-States,<=50K
56,Local-gov,183169,Masters,Widowed,Prof-specialty,White,Female,40,United-States,<=50K
63,Private,167967,Masters,Married-civ-spouse,Handlers-cleaners,White,Male,46,United-States,<=50K
29,Private,200511,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K
32,Federal-gov,127651,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
28,State-gov,107218,Bachelors,Never-married,Tech-support,Asian-Pac-Islander,Male,20,United-States,<=50K
23,Private,394612,Bachelors,Never-married,Tech-support,Black,Male,40,United-States,<=50K
51,Private,165614,Masters,Never-married,Prof-specialty,White,Male,55,United-States,>50K
49,Private,181363,Masters,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
43,Private,409922,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
41,Self-emp-inc,93227,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,60,Taiwan,>50K
42,Self-emp-not-inc,201522,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,<=50K
47,Self-emp-not-inc,122307,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
33,Private,106670,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
39,Private,337898,Bachelors,Divorced,Exec-managerial,White,Male,55,United-States,<=50K
37,Private,175759,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
39,Private,249720,Bachelors,Divorced,Exec-managerial,Black,Female,60,United-States,<=50K
34,Local-gov,207383,Masters,Widowed,Prof-specialty,White,Female,40,United-States,<=50K
26,Private,224426,Masters,Never-married,Exec-managerial,White,Male,38,United-States,<=50K
46,Local-gov,162566,Masters,Divorced,Prof-specialty,White,Female,50,Canada,<=50K
62,?,123612,Bachelors,Married-civ-spouse,?,White,Male,4,United-States,<=50K
44,Federal-gov,191295,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,48,United-States,<=50K
41,Private,152292,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
39,Private,72338,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,Philippines,>50K
24,Private,190293,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
67,Private,105252,Bachelors,Widowed,Exec-managerial,White,Male,40,United-States,>50K
44,Private,138077,Bachelors,Divorced,Adm-clerical,White,Female,32,United-States,<=50K
37,Self-emp-not-inc,48063,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K
36,Self-emp-not-inc,245090,Bachelors,Never-married,Farming-fishing,White,Male,50,Mexico,<=50K
19,?,62534,Bachelors,Never-married,?,Black,Female,40,Jamaica,<=50K
42,Private,173628,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
24,Self-emp-inc,234663,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
58,Self-emp-not-inc,131991,Bachelors,Never-married,Farming-fishing,White,Male,72,United-States,<=50K
39,Private,456922,Bachelors,Divorced,Tech-support,White,Male,40,United-States,<=50K
32,Private,191777,Masters,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K
54,Local-gov,168553,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
36,Private,166549,Bachelors,Divorced,Adm-clerical,White,Male,55,United-States,>50K
24,Private,39615,Bachelors,Never-married,Sales,White,Male,45,United-States,<=50K
35,Private,198341,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,?,<=50K
49,Private,185385,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
24,Private,441700,Bachelors,Never-married,Tech-support,White,Male,40,United-States,<=50K
34,Self-emp-not-inc,304622,Bachelors,Divorced,Prof-specialty,White,Female,50,United-States,<=50K
25,Private,404616,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
51,Private,138022,Masters,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
28,Local-gov,250135,Masters,Married-civ-spouse,Prof-specialty,White,Female,55,United-States,<=50K
23,Private,91189,Bachelors,Married-civ-spouse,Other-service,White,Male,20,United-States,<=50K
35,Self-emp-not-inc,193260,Masters,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,40,?,>50K
42,Local-gov,46094,Bachelors,Divorced,Transport-moving,White,Male,33,United-States,<=50K
27,Local-gov,236472,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
42,Local-gov,569930,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,45,United-States,>50K
36,Private,398931,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
28,Private,213152,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,?,>50K
48,Private,200471,Bachelors,Married-civ-spouse,Transport-moving,White,Male,45,United-States,>50K
22,Private,197583,Bachelors,Never-married,Sales,White,Female,20,United-States,<=50K
31,Private,31600,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
43,Private,150528,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
38,Private,119741,Masters,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,>50K
73,Self-emp-inc,191540,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
38,Private,40955,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,England,>50K
45,Private,306889,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K
32,Private,29933,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Male,50,United-States,>50K
42,Self-emp-not-inc,269733,Masters,Married-civ-spouse,Sales,White,Male,80,United-States,>50K
34,Private,379798,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
37,Self-emp-not-inc,154410,Masters,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
31,Federal-gov,206823,Bachelors,Divorced,Protective-serv,White,Male,50,United-States,>50K
29,Self-emp-inc,124950,Bachelors,Never-married,Sales,White,Female,40,United-States,<=50K
25,Private,185942,Masters,Never-married,Prof-specialty,White,Female,40,United-States,>50K
24,Private,199444,Bachelors,Never-married,Exec-managerial,White,Female,15,United-States,<=50K
55,Private,377061,Bachelors,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
43,Local-gov,125461,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
42,Local-gov,188291,Bachelors,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
54,Self-emp-inc,223752,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,?,>50K
41,Private,255044,Bachelors,Divorced,Exec-managerial,White,Female,55,United-States,<=50K
34,State-gov,252529,Bachelors,Never-married,Prof-specialty,White,Male,48,United-States,<=50K
43,Local-gov,180407,Bachelors,Divorced,Exec-managerial,White,Male,42,Germany,<=50K
47,Private,222529,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,65,United-States,<=50K
39,Private,134367,Masters,Married-civ-spouse,Prof-specialty,White,Female,24,United-States,>50K
30,Private,296453,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
40,Self-emp-inc,144371,Bachelors,Married-civ-spouse,Craft-repair,White,Male,15,United-States,<=50K
84,Self-emp-not-inc,155057,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,20,United-States,<=50K
26,Private,164488,Bachelors,Never-married,Exec-managerial,White,Male,10,United-States,<=50K
76,Private,278938,Bachelors,Widowed,Prof-specialty,White,Female,20,United-States,<=50K
30,Private,204704,Bachelors,Never-married,Exec-managerial,White,Female,45,United-States,>50K
41,Private,324629,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,Yugoslavia,<=50K
64,Private,321166,Bachelors,Divorced,Sales,White,Female,5,United-States,<=50K
43,Self-emp-not-inc,33521,Bachelors,Divorced,Prof-specialty,White,Male,70,United-States,>50K
35,Private,465326,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K
62,Private,121319,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
47,Private,198200,Bachelors,Never-married,Exec-managerial,White,Male,50,United-States,<=50K
51,Private,182314,Masters,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
50,Local-gov,220640,Masters,Divorced,Prof-specialty,Amer-Indian-Eskimo,Female,50,United-States,>50K
24,Private,172496,Bachelors,Never-married,Sales,White,Male,30,United-States,<=50K
31,Private,109020,Bachelors,Never-married,Prof-specialty,Other,Male,40,United-States,<=50K
32,Private,204567,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
34,Private,127610,Bachelors,Never-married,Prof-specialty,White,Female,15,United-States,<=50K
47,Self-emp-inc,239321,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
39,Private,182828,Masters,Never-married,Exec-managerial,White,Female,45,United-States,<=50K
27,Federal-gov,257124,Bachelors,Never-married,Transport-moving,White,Male,35,United-States,<=50K
57,Private,195176,Masters,Never-married,Prof-specialty,White,Male,80,United-States,<=50K
51,Local-gov,420917,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,<=50K
24,Private,117779,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
38,Private,143123,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
39,Private,257942,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
43,Self-emp-inc,198316,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
39,Private,192702,Masters,Never-married,Craft-repair,White,Female,50,United-States,<=50K
27,Private,109881,Bachelors,Never-married,Other-service,White,Female,20,United-States,<=50K
31,Private,297188,Masters,Never-married,Prof-specialty,White,Female,60,United-States,<=50K
29,State-gov,204516,Masters,Married-civ-spouse,Prof-specialty,White,Male,15,United-States,<=50K
62,State-gov,39630,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
47,Private,170850,Bachelors,Married-civ-spouse,Tech-support,White,Male,48,United-States,<=50K
29,State-gov,356089,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
59,Local-gov,140478,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
33,Private,144949,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
49,Private,198774,Bachelors,Divorced,Sales,White,Female,35,United-States,<=50K
50,Private,171924,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,43,United-States,>50K
46,Private,149640,Bachelors,Divorced,Prof-specialty,White,Male,45,England,>50K
30,Private,169496,Masters,Married-civ-spouse,Other-service,White,Male,15,United-States,>50K
53,Private,171924,Bachelors,Divorced,Prof-specialty,White,Male,55,United-States,>50K
24,Private,225724,Bachelors,Never-married,Adm-clerical,White,Female,20,United-States,<=50K
27,Private,193898,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
57,Federal-gov,310320,Bachelors,Married-civ-spouse,Tech-support,White,Male,48,United-States,>50K
60,State-gov,97030,Bachelors,Divorced,Exec-managerial,White,Female,35,United-States,<=50K
56,Private,290641,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
39,Local-gov,139364,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
38,Private,156728,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,56,United-States,<=50K
44,Private,176063,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,<=50K
44,Private,267521,Bachelors,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
44,Private,207578,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
41,Private,193882,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,<=50K
56,Private,65325,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,50,United-States,<=50K
27,Private,74883,Bachelors,Never-married,Tech-support,Asian-Pac-Islander,Female,40,Philippines,<=50K
41,Private,113823,Bachelors,Divorced,Other-service,White,Male,40,United-States,<=50K
36,Private,174938,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
31,Local-gov,137537,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
40,Private,82161,Bachelors,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
28,Private,191088,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K
64,Private,149044,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,60,China,<=50K
48,Self-emp-not-inc,209057,Bachelors,Married-spouse-absent,Sales,White,Male,50,United-States,>50K
25,Private,361493,Bachelors,Never-married,Sales,White,Male,40,United-States,<=50K
38,Private,192337,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
90,Private,51744,Masters,Never-married,Exec-managerial,Black,Male,50,United-States,>50K
36,Private,51089,Bachelors,Never-married,Craft-repair,White,Male,60,United-States,<=50K
52,Private,236180,Bachelors,Married-spouse-absent,Other-service,White,Male,50,United-States,<=50K
46,Private,123053,Masters,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,50,Japan,>50K
36,Local-gov,196529,Masters,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
35,Local-gov,190964,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
31,Self-emp-inc,256362,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K
49,Private,137192,Bachelors,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,50,South,>50K
25,Private,148300,Bachelors,Never-married,Prof-specialty,White,Female,15,United-States,<=50K
29,Private,370509,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,France,>50K
34,Private,263307,Bachelors,Never-married,Sales,Black,Male,45,?,<=50K
54,Local-gov,169785,Masters,Widowed,Prof-specialty,White,Female,38,United-States,<=50K
49,Local-gov,34021,Bachelors,Never-married,Prof-specialty,White,Female,50,United-States,<=50K
32,Private,229732,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,<=50K
46,Private,160647,Bachelors,Widowed,Tech-support,White,Female,38,United-States,<=50K
64,Private,319371,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
40,Private,163215,Bachelors,Divorced,Exec-managerial,White,Female,40,United-States,>50K
58,Self-emp-not-inc,140729,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,35,United-States,<=50K
48,Private,164966,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,India,>50K
25,Private,161027,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
39,Private,65738,Masters,Never-married,Other-service,White,Female,32,United-States,<=50K
37,Private,164526,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
23,State-gov,278155,Bachelors,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
56,Self-emp-inc,70720,Masters,Divorced,Exec-managerial,White,Male,60,United-States,>50K
46,Private,99385,Bachelors,Separated,Exec-managerial,White,Female,40,United-States,<=50K
30,State-gov,290677,Masters,Never-married,Adm-clerical,Black,Female,20,United-States,<=50K
50,Self-emp-inc,194514,Masters,Never-married,Prof-specialty,Black,Male,50,Trinadad&Tobago,<=50K
52,Private,146711,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
26,Private,417941,Bachelors,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
51,Private,106728,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
30,Private,204374,Bachelors,Never-married,Sales,White,Male,48,United-States,<=50K
33,Local-gov,96480,Masters,Never-married,Prof-specialty,White,Female,40,Germany,<=50K
24,Private,417668,Bachelors,Never-married,Prof-specialty,White,Male,20,United-States,<=50K
38,Private,119177,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
42,Private,273230,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,90,United-States,<=50K
28,Private,181291,Bachelors,Never-married,Exec-managerial,White,Female,50,United-States,>50K
63,Self-emp-not-inc,196994,Bachelors,Married-civ-spouse,Sales,White,Male,15,United-States,<=50K
55,Private,31905,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
64,Self-emp-inc,142166,Bachelors,Divorced,Sales,White,Male,45,United-States,<=50K
34,Self-emp-inc,23778,Bachelors,Divorced,Exec-managerial,White,Male,50,United-States,<=50K
39,Self-emp-inc,329980,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
47,Self-emp-inc,192894,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
44,Private,174283,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
37,Self-emp-not-inc,36214,Bachelors,Married-civ-spouse,Craft-repair,White,Male,65,United-States,>50K
43,State-gov,241506,Bachelors,Divorced,Prof-specialty,White,Female,36,United-States,<=50K
33,Private,274222,Bachelors,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,38,United-States,>50K
53,Private,177916,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
22,State-gov,64292,Bachelors,Never-married,Prof-specialty,White,Female,43,United-States,<=50K
29,Private,183009,Bachelors,Never-married,Prof-specialty,Other,Female,40,United-States,<=50K
38,Private,166585,Bachelors,Divorced,Exec-managerial,White,Female,55,United-States,<=50K
53,State-gov,197184,Masters,Married-civ-spouse,Exec-managerial,White,Male,70,United-States,>50K
33,Private,126414,Bachelors,Married-civ-spouse,Other-service,White,Female,40,?,<=50K
28,Private,114053,Bachelors,Never-married,Transport-moving,White,Male,55,United-States,<=50K
57,Federal-gov,337895,Bachelors,Married-civ-spouse,Prof-specialty,Black,Male,40,United-States,>50K
28,Private,233275,Bachelors,Never-married,Prof-specialty,White,Male,45,United-States,<=50K
55,Self-emp-not-inc,477867,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
43,Private,184378,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,<=50K
28,Private,224629,Masters,Never-married,Exec-managerial,Other,Male,30,Cuba,<=50K
45,Local-gov,168191,Bachelors,Married-civ-spouse,Craft-repair,White,Male,35,United-States,>50K
25,Private,192273,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
33,Local-gov,246291,Bachelors,Never-married,Prof-specialty,White,Female,46,United-States,<=50K
32,Local-gov,118457,Bachelors,Never-married,Prof-specialty,White,Male,55,United-States,<=50K
35,Private,162358,Bachelors,Never-married,Exec-managerial,White,Female,50,United-States,>50K
26,Private,291968,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
38,Private,51100,Bachelors,Divorced,Exec-managerial,White,Male,40,United-States,<=50K
46,Local-gov,222115,Bachelors,Divorced,Adm-clerical,White,Female,40,United-States,>50K
54,Private,135803,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,60,South,>50K
41,State-gov,180272,Masters,Never-married,Prof-specialty,White,Female,35,United-States,<=50K
31,Local-gov,156464,Bachelors,Never-married,Prof-specialty,White,Male,40,?,<=50K
47,Private,252079,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,44,United-States,>50K
25,Private,179953,Masters,Never-married,Prof-specialty,White,Female,31,United-States,<=50K
41,State-gov,144928,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
47,Private,120781,Masters,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,?,>50K
25,Private,181054,Bachelors,Never-married,Sales,White,Female,40,United-States,<=50K
46,Self-emp-inc,120121,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
62,Local-gov,249078,Bachelors,Divorced,Prof-specialty,Black,Female,40,United-States,<=50K
26,State-gov,28366,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
30,Private,77143,Bachelors,Never-married,Exec-managerial,Black,Male,40,Germany,<=50K
29,Private,114224,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
63,Local-gov,379940,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
60,Private,114263,Bachelors,Divorced,Exec-managerial,White,Female,40,Hungary,>50K
32,Private,134737,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
